Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Swaziland,1981,Male,Not applicable,Percent,57.62927
Swaziland,1980,Male,Not applicable,Percent,60.70749
Swaziland,1980,Female,Not applicable,Percent,55.36229
Swaziland,1980,All genders,Not applicable,Percent,58.04894
Swaziland,1979,All genders,Not applicable,Percent,56.69215
Swaziland,1979,Female,Not applicable,Percent,54.67096
Swaziland,1979,Male,Not applicable,Percent,58.66721
Swaziland,1978,Male,Not applicable,Percent,56.35803
Swaziland,1978,Female,Not applicable,Percent,52.6839
Swaziland,1978,All genders,Not applicable,Percent,54.5239
Swaziland,1977,All genders,Not applicable,Percent,54.50625
Swaziland,1977,Female,Not applicable,Percent,53.45721
Swaziland,1977,Male,Not applicable,Percent,55.54441
Swaziland,1976,Male,Not applicable,Percent,55.39426
Swaziland,1976,Female,Not applicable,Percent,48.94313
Swaziland,1976,All genders,Not applicable,Percent,52.29784
Swaziland,1975,All genders,Not applicable,Percent,52.91171
Swaziland,1975,Male,Not applicable,Percent,54.2102
Swaziland,1975,Female,Not applicable,Percent,51.5635
Sweden,2013,Female,Not applicable,Percent,0.2949
Sweden,2013,All genders,Not applicable,Percent,0.44376
Sweden,2013,Male,Not applicable,Percent,0.58467
Sweden,2012,Male,Not applicable,Percent,0.45923
Sweden,2012,All genders,Not applicable,Percent,0.27927
Sweden,2012,Female,Not applicable,Percent,0.08783
Sweden,2010,Female,Not applicable,Percent,4.43366
Sweden,2010,All genders,Not applicable,Percent,4.42096
Sweden,2010,Male,Not applicable,Percent,4.40958
Sweden,2009,Male,Not applicable,Percent,0.71397
Sweden,2009,All genders,Not applicable,Percent,0.57866
Sweden,2009,Female,Not applicable,Percent,0.43439
Sweden,2008,Female,Not applicable,Percent,0.71936
Sweden,2008,All genders,Not applicable,Percent,0.98468
Sweden,2008,Male,Not applicable,Percent,1.23435
Sweden,2007,Male,Not applicable,Percent,0.42209
Sweden,2007,All genders,Not applicable,Percent,0.35064
Sweden,2007,Female,Not applicable,Percent,0.27663
Sweden,2006,Female,Not applicable,Percent,0.83346
Sweden,2006,All genders,Not applicable,Percent,0.71807
Sweden,2006,Male,Not applicable,Percent,0.60586
Sweden,2005,Male,Not applicable,Percent,1.50142
Sweden,2005,All genders,Not applicable,Percent,1.08259
Sweden,2005,Female,Not applicable,Percent,0.63885
Sweden,2004,Female,Not applicable,Percent,1.10331
Sweden,2004,All genders,Not applicable,Percent,0.99765
Sweden,2004,Male,Not applicable,Percent,0.89784
Sweden,2003,All genders,Not applicable,Percent,1.17088
Sweden,2003,Female,Not applicable,Percent,0.95931
Sweden,2003,Male,Not applicable,Percent,1.37333
Sweden,2002,Male,Not applicable,Percent,0.87237
Sweden,2002,Female,Not applicable,Percent,1.42206
Sweden,2002,All genders,Not applicable,Percent,1.14062
Sweden,2001,All genders,Not applicable,Percent,1.25265
Sweden,2001,Female,Not applicable,Percent,1.18829
Sweden,2001,Male,Not applicable,Percent,1.31204
Sweden,2000,Male,Not applicable,Percent,1.16424
Sweden,2000,Female,Not applicable,Percent,0.29505
Sweden,2000,All genders,Not applicable,Percent,0.74292
Sweden,1999,All genders,Not applicable,Percent,1.66995
Sweden,1999,Female,Not applicable,Percent,1.88493
Sweden,1999,Male,Not applicable,Percent,1.46484
Sweden,1994,All genders,Not applicable,Percent,11.62139
Sweden,1993,All genders,Not applicable,Percent,8.0782
Sweden,1993,Male,Not applicable,Percent,9.17089
Sweden,1993,Female,Not applicable,Percent,6.92117
Sweden,1992,All genders,Not applicable,Percent,5.71892
Sweden,1982,All genders,Not applicable,Percent,6.01231
Sweden,1982,Female,Not applicable,Percent,6.26768
Sweden,1982,Male,Not applicable,Percent,5.76966
Sweden,1975,Male,Not applicable,Percent,15.32449
Sweden,1975,Female,Not applicable,Percent,12.80652
Sweden,1975,All genders,Not applicable,Percent,14.10211
Switzerland,1996,All genders,Not applicable,Percent,31.31832
Switzerland,1996,Female,Not applicable,Percent,31.67273
Switzerland,1996,Male,Not applicable,Percent,30.98017
Switzerland,1990,Male,Not applicable,Percent,50.02827
Switzerland,1990,Female,Not applicable,Percent,50.60237
Switzerland,1990,All genders,Not applicable,Percent,50.31191
Switzerland,1989,All genders,Not applicable,Percent,48.57519
Switzerland,1989,Female,Not applicable,Percent,48.52002
Switzerland,1989,Male,Not applicable,Percent,48.62917
Switzerland,1988,Male,Not applicable,Percent,46.22003
Switzerland,1988,Female,Not applicable,Percent,46.4921
Switzerland,1988,All genders,Not applicable,Percent,46.35435
Switzerland,1987,All genders,Not applicable,Percent,43.43391
Switzerland,1987,Female,Not applicable,Percent,43.79775
Switzerland,1987,Male,Not applicable,Percent,43.07599
Switzerland,1986,Male,Not applicable,Percent,40.98425
Switzerland,1986,Female,Not applicable,Percent,41.48256
Switzerland,1986,All genders,Not applicable,Percent,41.22933
Syrian Arab Republic,2012,Female,Not applicable,Percent,83.47239
Syrian Arab Republic,2012,Male,Not applicable,Percent,84.27212
Syrian Arab Republic,2012,All genders,Not applicable,Percent,83.88965
Syrian Arab Republic,2011,All genders,Not applicable,Percent,6.83629
Syrian Arab Republic,2011,Male,Not applicable,Percent,7.08799
Syrian Arab Republic,2011,Female,Not applicable,Percent,6.57003
Syrian Arab Republic,2010,Female,Not applicable,Percent,3.7927
Syrian Arab Republic,2010,Male,Not applicable,Percent,4.88178
Syrian Arab Republic,2010,All genders,Not applicable,Percent,4.35486
Syrian Arab Republic,2009,All genders,Not applicable,Percent,5.40897
Syrian Arab Republic,2009,Male,Not applicable,Percent,5.69183
Syrian Arab Republic,2009,Female,Not applicable,Percent,5.10822
Syrian Arab Republic,2008,Female,Not applicable,Percent,5.76957
Syrian Arab Republic,2008,All genders,Not applicable,Percent,6.5087
Syrian Arab Republic,2008,Male,Not applicable,Percent,7.20068
Syrian Arab Republic,2007,Male,Not applicable,Percent,3.63962
Syrian Arab Republic,2007,All genders,Not applicable,Percent,3.31913
Syrian Arab Republic,2007,Female,Not applicable,Percent,2.97858
Syrian Arab Republic,2006,Female,Not applicable,Percent,4.32095
Syrian Arab Republic,2006,All genders,Not applicable,Percent,4.82939
Syrian Arab Republic,2006,Male,Not applicable,Percent,5.30337
Syrian Arab Republic,2005,Male,Not applicable,Percent,8.20469
Syrian Arab Republic,2005,All genders,Not applicable,Percent,7.8201
Syrian Arab Republic,2005,Female,Not applicable,Percent,7.40687
Syrian Arab Republic,2004,Female,Not applicable,Percent,5.04495
Syrian Arab Republic,2004,All genders,Not applicable,Percent,5.78665
Syrian Arab Republic,2004,Male,Not applicable,Percent,6.46923
Syrian Arab Republic,2003,Male,Not applicable,Percent,8.42199
Syrian Arab Republic,2003,All genders,Not applicable,Percent,8.23835
Syrian Arab Republic,2003,Female,Not applicable,Percent,8.03984
Syrian Arab Republic,2001,Female,Not applicable,Percent,12.89861
Syrian Arab Republic,2001,All genders,Not applicable,Percent,11.6634
Syrian Arab Republic,2001,Male,Not applicable,Percent,10.52976
Syrian Arab Republic,2000,Male,Not applicable,Percent,11.58776
Syrian Arab Republic,2000,Female,Not applicable,Percent,10.90942
Syrian Arab Republic,2000,All genders,Not applicable,Percent,11.27549
Syrian Arab Republic,1999,All genders,Not applicable,Percent,13.06297
Syrian Arab Republic,1999,Female,Not applicable,Percent,13.24439
Syrian Arab Republic,1999,Male,Not applicable,Percent,12.90946
Syrian Arab Republic,1998,All genders,Not applicable,Percent,12.60059
Syrian Arab Republic,1997,All genders,Not applicable,Percent,14.54466
Syrian Arab Republic,1997,Male,Not applicable,Percent,13.30045
Syrian Arab Republic,1997,Female,Not applicable,Percent,15.91504
Syrian Arab Republic,1996,Female,Not applicable,Percent,17.58981
Syrian Arab Republic,1996,Male,Not applicable,Percent,17.28297
Syrian Arab Republic,1996,All genders,Not applicable,Percent,17.42797
Syrian Arab Republic,1995,All genders,Not applicable,Percent,18.85866
Syrian Arab Republic,1995,Male,Not applicable,Percent,18.03549
Syrian Arab Republic,1995,Female,Not applicable,Percent,19.77149
Syrian Arab Republic,1994,Female,Not applicable,Percent,22.29884
Syrian Arab Republic,1994,Male,Not applicable,Percent,19.05331
Syrian Arab Republic,1994,All genders,Not applicable,Percent,20.592
Syrian Arab Republic,1993,All genders,Not applicable,Percent,24.14442
Syrian Arab Republic,1993,Male,Not applicable,Percent,22.56194
Syrian Arab Republic,1993,Female,Not applicable,Percent,25.90383
Syrian Arab Republic,1992,Female,Not applicable,Percent,22.15353
Syrian Arab Republic,1992,Male,Not applicable,Percent,18.79426
Syrian Arab Republic,1992,All genders,Not applicable,Percent,20.38869
Syrian Arab Republic,1991,All genders,Not applicable,Percent,24.77238
Syrian Arab Republic,1991,Male,Not applicable,Percent,22.61619
Syrian Arab Republic,1991,Female,Not applicable,Percent,27.12799
Syrian Arab Republic,1989,All genders,Not applicable,Percent,29.9037
Syrian Arab Republic,1986,All genders,Not applicable,Percent,29.64838
Syrian Arab Republic,1986,Female,Not applicable,Percent,33.99003
Syrian Arab Republic,1986,Male,Not applicable,Percent,25.74778
Syrian Arab Republic,1985,Male,Not applicable,Percent,25.6705
Syrian Arab Republic,1985,Female,Not applicable,Percent,35.5964
Syrian Arab Republic,1985,All genders,Not applicable,Percent,30.33725
Syrian Arab Republic,1984,All genders,Not applicable,Percent,34.95172
Syrian Arab Republic,1984,Female,Not applicable,Percent,40.83194
Syrian Arab Republic,1984,Male,Not applicable,Percent,29.79989
Syrian Arab Republic,1983,Male,Not applicable,Percent,23.79387
Syrian Arab Republic,1983,Female,Not applicable,Percent,37.79781
Syrian Arab Republic,1983,All genders,Not applicable,Percent,30.24495
Syrian Arab Republic,1982,All genders,Not applicable,Percent,33.83914
Syrian Arab Republic,1982,Female,Not applicable,Percent,42.94464
Syrian Arab Republic,1982,Male,Not applicable,Percent,25.88109
Syrian Arab Republic,1981,Male,Not applicable,Percent,30.77526
Syrian Arab Republic,1981,Female,Not applicable,Percent,46.20936
Syrian Arab Republic,1981,All genders,Not applicable,Percent,37.8222
Syrian Arab Republic,1980,All genders,Not applicable,Percent,41.29245
Syrian Arab Republic,1980,Female,Not applicable,Percent,51.99839
Syrian Arab Republic,1980,Male,Not applicable,Percent,31.82567
Syrian Arab Republic,1979,Male,Not applicable,Percent,27.62418
Syrian Arab Republic,1979,Female,Not applicable,Percent,45.05856
Syrian Arab Republic,1979,All genders,Not applicable,Percent,35.32916
Syrian Arab Republic,1978,All genders,Not applicable,Percent,33.10118
Syrian Arab Republic,1978,Female,Not applicable,Percent,42.35226
Syrian Arab Republic,1978,Male,Not applicable,Percent,26.08753
Syrian Arab Republic,1977,Male,Not applicable,Percent,24.16308
Syrian Arab Republic,1977,Female,Not applicable,Percent,42.58625
Syrian Arab Republic,1977,All genders,Not applicable,Percent,32.08113
Syrian Arab Republic,1976,All genders,Not applicable,Percent,36.12278
Syrian Arab Republic,1976,Female,Not applicable,Percent,45.24979
Syrian Arab Republic,1976,Male,Not applicable,Percent,29.66449
Syrian Arab Republic,1975,All genders,Not applicable,Percent,38.66528
Tajikistan,2014,All genders,Not applicable,Percent,1.38205
Tajikistan,2014,Female,Not applicable,Percent,1.01701
Tajikistan,2014,Male,Not applicable,Percent,1.72178
Tajikistan,2013,Male,Not applicable,Percent,2.67604
Tajikistan,2013,Female,Not applicable,Percent,0.48817
Tajikistan,2013,All genders,Not applicable,Percent,1.62623
Tajikistan,2011,All genders,Not applicable,Percent,2.01199
Tajikistan,2011,Male,Not applicable,Percent,3.14565
Tajikistan,2011,Female,Not applicable,Percent,0.77174
Tajikistan,2010,Female,Not applicable,Percent,1.27641
Tajikistan,2010,Male,Not applicable,Percent,0.90809
Tajikistan,2010,All genders,Not applicable,Percent,1.08421
Tajikistan,2009,Male,Not applicable,Percent,1.44888
Tajikistan,2009,All genders,Not applicable,Percent,1.1401
Tajikistan,2009,Female,Not applicable,Percent,0.80565
Tajikistan,2008,Female,Not applicable,Percent,0.79381
Tajikistan,2008,All genders,Not applicable,Percent,1.3185
Tajikistan,2008,Male,Not applicable,Percent,1.80166
Tajikistan,2007,All genders,Not applicable,Percent,0.75969
Tajikistan,2006,All genders,Not applicable,Percent,1.0133
Tajikistan,2005,All genders,Not applicable,Percent,0.6049
Tajikistan,2004,All genders,Not applicable,Percent,2.02099
Tajikistan,2003,All genders,Not applicable,Percent,1.17437
Tajikistan,2002,All genders,Not applicable,Percent,1.24137
Tajikistan,2001,All genders,Not applicable,Percent,1.16506
Tajikistan,2000,All genders,Not applicable,Percent,4.48481
Tajikistan,1999,All genders,Not applicable,Percent,3.2705
Tajikistan,1998,All genders,Not applicable,Percent,3.2687
Tajikistan,1997,All genders,Not applicable,Percent,29.08874
Thailand,2013,All genders,Not applicable,Percent,6.52948
Thailand,2013,Male,Not applicable,Percent,7.70324
Thailand,2013,Female,Not applicable,Percent,5.25716
Thailand,2000,Female,Not applicable,Percent,4.53132
Thailand,2000,Male,Not applicable,Percent,8.03143
Thailand,2000,All genders,Not applicable,Percent,6.36076
Thailand,1999,All genders,Not applicable,Percent,18.48089
Thailand,1999,Male,Not applicable,Percent,21.26997
Thailand,1999,Female,Not applicable,Percent,15.37419
Thailand,1978,Female,Not applicable,Percent,66.67743
Thailand,1978,Male,Not applicable,Percent,61.98033
Thailand,1978,All genders,Not applicable,Percent,64.25126
Thailand,1977,All genders,Not applicable,Percent,66.47345
Thailand,1977,Male,Not applicable,Percent,63.77652
Thailand,1977,Female,Not applicable,Percent,69.3131
Thailand,1976,Female,Not applicable,Percent,70.51995
Thailand,1976,Male,Not applicable,Percent,64.91453
Thailand,1976,All genders,Not applicable,Percent,67.6337
Thailand,1975,All genders,Not applicable,Percent,69.54252
Thailand,1975,Male,Not applicable,Percent,66.58324
Thailand,1975,Female,Not applicable,Percent,72.68472
The former Yugoslav Republic of Macedonia,2006,Male,Not applicable,Percent,1.7561
The former Yugoslav Republic of Macedonia,2006,Female,Not applicable,Percent,3.308
The former Yugoslav Republic of Macedonia,2006,All genders,Not applicable,Percent,2.50694
The former Yugoslav Republic of Macedonia,2005,All genders,Not applicable,Percent,5.64682
The former Yugoslav Republic of Macedonia,2005,Female,Not applicable,Percent,5.23509
The former Yugoslav Republic of Macedonia,2005,Male,Not applicable,Percent,6.03105
The former Yugoslav Republic of Macedonia,2004,Male,Not applicable,Percent,2.35328
The former Yugoslav Republic of Macedonia,2004,Female,Not applicable,Percent,1.24483
The former Yugoslav Republic of Macedonia,2004,All genders,Not applicable,Percent,1.81805
The former Yugoslav Republic of Macedonia,2003,All genders,Not applicable,Percent,1.80671
The former Yugoslav Republic of Macedonia,2003,Female,Not applicable,Percent,1.55541
The former Yugoslav Republic of Macedonia,2003,Male,Not applicable,Percent,2.03716
The former Yugoslav Republic of Macedonia,2002,Male,Not applicable,Percent,4.60952
The former Yugoslav Republic of Macedonia,2002,Female,Not applicable,Percent,3.61002
The former Yugoslav Republic of Macedonia,2002,All genders,Not applicable,Percent,4.12256
The former Yugoslav Republic of Macedonia,2001,All genders,Not applicable,Percent,2.46983
The former Yugoslav Republic of Macedonia,2001,Female,Not applicable,Percent,1.4457
The former Yugoslav Republic of Macedonia,2001,Male,Not applicable,Percent,3.43819
The former Yugoslav Republic of Macedonia,2000,Male,Not applicable,Percent,3.88601
The former Yugoslav Republic of Macedonia,2000,Female,Not applicable,Percent,2.8249
The former Yugoslav Republic of Macedonia,2000,All genders,Not applicable,Percent,3.38037
The former Yugoslav Republic of Macedonia,1999,All genders,Not applicable,Percent,2.72289
The former Yugoslav Republic of Macedonia,1999,Female,Not applicable,Percent,0.89528
The former Yugoslav Republic of Macedonia,1999,Male,Not applicable,Percent,4.41968
The former Yugoslav Republic of Macedonia,1998,Male,Not applicable,Percent,1.74195
The former Yugoslav Republic of Macedonia,1998,Female,Not applicable,Percent,1.53349
The former Yugoslav Republic of Macedonia,1998,All genders,Not applicable,Percent,1.64147
The former Yugoslav Republic of Macedonia,1996,All genders,Not applicable,Percent,3.71583
The former Yugoslav Republic of Macedonia,1996,Female,Not applicable,Percent,2.39451
The former Yugoslav Republic of Macedonia,1996,Male,Not applicable,Percent,4.93152
The former Yugoslav Republic of Macedonia,1995,Male,Not applicable,Percent,7.73333
The former Yugoslav Republic of Macedonia,1995,Female,Not applicable,Percent,2.90605
The former Yugoslav Republic of Macedonia,1995,All genders,Not applicable,Percent,5.42043
The former Yugoslav Republic of Macedonia,1994,All genders,Not applicable,Percent,2.43238
The former Yugoslav Republic of Macedonia,1993,All genders,Not applicable,Percent,1.91187
Timor-Leste,2013,Female,Not applicable,Percent,15.00924
Timor-Leste,2013,All genders,Not applicable,Percent,18.7724
Timor-Leste,2013,Male,Not applicable,Percent,22.28354
Timor-Leste,2012,Male,Not applicable,Percent,25.26904
Timor-Leste,2012,All genders,Not applicable,Percent,22.70049
Timor-Leste,2012,Female,Not applicable,Percent,19.97343
Timor-Leste,2011,Female,Not applicable,Percent,19.99715
Timor-Leste,2011,All genders,Not applicable,Percent,21.82785
Timor-Leste,2011,Male,Not applicable,Percent,23.56023
Timor-Leste,2010,Male,Not applicable,Percent,17.94806
Timor-Leste,2010,All genders,Not applicable,Percent,16.44086
Timor-Leste,2010,Female,Not applicable,Percent,14.86486
Timor-Leste,2009,Female,Not applicable,Percent,29.72475
Timor-Leste,2009,All genders,Not applicable,Percent,33.37795
Timor-Leste,2009,Male,Not applicable,Percent,36.71026
Timor-Leste,2008,Male,Not applicable,Percent,29.17069
Timor-Leste,2008,All genders,Not applicable,Percent,25.82567
Timor-Leste,2008,Female,Not applicable,Percent,22.12788
Togo,2013,All genders,Not applicable,Percent,47.1658
Togo,2013,Male,Not applicable,Percent,45.82509
Togo,2013,Female,Not applicable,Percent,48.62732
Togo,2012,Female,Not applicable,Percent,39.3261
Togo,2012,Male,Not applicable,Percent,36.08902
Togo,2012,All genders,Not applicable,Percent,37.61381
Togo,2011,All genders,Not applicable,Percent,32.91126
Togo,2011,Male,Not applicable,Percent,30.35751
Togo,2011,Female,Not applicable,Percent,35.801
Togo,2010,Female,Not applicable,Percent,52.26284
Togo,2010,Male,Not applicable,Percent,44.62349
Togo,2010,All genders,Not applicable,Percent,48.27316
Togo,2009,Male,Not applicable,Percent,45.39458
Togo,2009,Female,Not applicable,Percent,32.82918
Togo,2009,All genders,Not applicable,Percent,40.64843
Togo,2007,All genders,Not applicable,Percent,30.65866
Togo,2007,Female,Not applicable,Percent,38.00227
Togo,2007,Male,Not applicable,Percent,24.08711
Togo,2005,Male,Not applicable,Percent,12.438
Togo,2005,Female,Not applicable,Percent,27.27458
Togo,2005,All genders,Not applicable,Percent,19.41677
Togo,2004,All genders,Not applicable,Percent,30.55626
Togo,2004,Female,Not applicable,Percent,37.2164
Togo,2004,Male,Not applicable,Percent,24.70706
Togo,2003,Male,Not applicable,Percent,23.74547
Togo,2003,Female,Not applicable,Percent,33.92177
Togo,2003,All genders,Not applicable,Percent,28.37543
Togo,2002,All genders,Not applicable,Percent,37.24764
Togo,2002,Female,Not applicable,Percent,43.7513
Togo,2002,Male,Not applicable,Percent,31.69505
Togo,2000,Female,Not applicable,Percent,36.87426
Togo,2000,Male,Not applicable,Percent,23.89126
Togo,2000,All genders,Not applicable,Percent,29.76004
Togo,1999,All genders,Not applicable,Percent,54.33997
Togo,1999,Male,Not applicable,Percent,51.27698
Togo,1999,Female,Not applicable,Percent,58.38051
Togo,1996,Female,Not applicable,Percent,75.78035
Togo,1996,Male,Not applicable,Percent,58.73231
Togo,1996,All genders,Not applicable,Percent,66.35108
Togo,1995,All genders,Not applicable,Percent,65.95102
Togo,1995,Male,Not applicable,Percent,58.7567
Togo,1995,Female,Not applicable,Percent,75.01383
Togo,1994,Female,Not applicable,Percent,77.47524
Togo,1994,Male,Not applicable,Percent,64.52812
Togo,1994,All genders,Not applicable,Percent,70.16539
Togo,1992,All genders,Not applicable,Percent,61.51919
Togo,1992,Male,Not applicable,Percent,53.80522
Togo,1992,Female,Not applicable,Percent,71.43052
Togo,1991,Male,Not applicable,Percent,58.03615
Togo,1991,All genders,Not applicable,Percent,64.79409
Togo,1991,Female,Not applicable,Percent,73.73366
Togo,1990,Female,Not applicable,Percent,73.61114
Togo,1990,All genders,Not applicable,Percent,64.74635
Togo,1990,Male,Not applicable,Percent,58.24234
Togo,1989,Male,Not applicable,Percent,64.65797
Togo,1989,All genders,Not applicable,Percent,70.31452
Togo,1989,Female,Not applicable,Percent,78.15946
Togo,1988,Female,Not applicable,Percent,72.28656
Togo,1988,All genders,Not applicable,Percent,63.61614
Togo,1988,Male,Not applicable,Percent,57.2978
Togo,1987,Male,Not applicable,Percent,64.68684
Togo,1987,All genders,Not applicable,Percent,69.6317
Togo,1987,Female,Not applicable,Percent,77.03511
Togo,1986,Female,Not applicable,Percent,73.74263
Togo,1986,All genders,Not applicable,Percent,65.36063
Togo,1986,Male,Not applicable,Percent,59.6677
Togo,1985,Male,Not applicable,Percent,56.53369
Togo,1985,All genders,Not applicable,Percent,63.29843
Togo,1985,Female,Not applicable,Percent,73.19748
Togo,1984,Female,Not applicable,Percent,64.96542
Togo,1984,All genders,Not applicable,Percent,54.37025
Togo,1984,Male,Not applicable,Percent,46.93612
Togo,1983,Male,Not applicable,Percent,44.8898
Togo,1983,All genders,Not applicable,Percent,52.37339
Togo,1983,Female,Not applicable,Percent,62.85789
Togo,1982,Female,Not applicable,Percent,63.3742
Togo,1982,All genders,Not applicable,Percent,51.95052
Togo,1982,Male,Not applicable,Percent,43.55378
Togo,1981,Male,Not applicable,Percent,45.45434
Togo,1981,Female,Not applicable,Percent,65.8574
Togo,1981,All genders,Not applicable,Percent,54.04564
Togo,1980,All genders,Not applicable,Percent,54.47109
Togo,1980,Female,Not applicable,Percent,66.09898
Togo,1980,Male,Not applicable,Percent,46.07366
Togo,1979,Male,Not applicable,Percent,51.12385
Togo,1979,Female,Not applicable,Percent,68.78613
Togo,1979,All genders,Not applicable,Percent,58.38908
Togo,1978,All genders,Not applicable,Percent,55.22681
Togo,1978,Female,Not applicable,Percent,67.82022
Togo,1978,Male,Not applicable,Percent,46.45756
Togo,1976,Male,Not applicable,Percent,54.49834
Togo,1976,Female,Not applicable,Percent,73.48064
Togo,1976,All genders,Not applicable,Percent,61.8315
Tonga,2005,Female,Not applicable,Percent,8.63441
Tonga,2005,All genders,Not applicable,Percent,9.60885
Tonga,2005,Male,Not applicable,Percent,10.56438
Tonga,2004,All genders,Not applicable,Percent,13.32081
Tonga,2000,All genders,Not applicable,Percent,8.87039
Trinidad and Tobago,2009,All genders,Not applicable,Percent,10.61263
Trinidad and Tobago,2009,Male,Not applicable,Percent,13.0644
Trinidad and Tobago,2009,Female,Not applicable,Percent,7.94972
Trinidad and Tobago,2008,Female,Not applicable,Percent,7.27689
Trinidad and Tobago,2008,Male,Not applicable,Percent,6.65444
Trinidad and Tobago,2008,All genders,Not applicable,Percent,6.94563
Trinidad and Tobago,2007,All genders,Not applicable,Percent,8.27087
Trinidad and Tobago,2007,Male,Not applicable,Percent,10.12355
Trinidad and Tobago,2007,Female,Not applicable,Percent,6.24796
Trinidad and Tobago,2004,Female,Not applicable,Percent,13.82754
Trinidad and Tobago,2004,Male,Not applicable,Percent,20.68939
Trinidad and Tobago,2004,All genders,Not applicable,Percent,17.36726
Trinidad and Tobago,2003,All genders,Not applicable,Percent,7.4429
Trinidad and Tobago,2000,All genders,Not applicable,Percent,11.18426
Tunisia,2013,All genders,Not applicable,Percent,6.02862
Tunisia,2013,Female,Not applicable,Percent,4.82427
Tunisia,2013,Male,Not applicable,Percent,7.18639
Tunisia,2012,Male,Not applicable,Percent,4.71086
Tunisia,2012,Female,Not applicable,Percent,6.99147
Tunisia,2012,All genders,Not applicable,Percent,5.86855
Tunisia,2009,Female,Not applicable,Percent,4.85949
Tunisia,2009,All genders,Not applicable,Percent,5.15149
Tunisia,2009,Male,Not applicable,Percent,5.42984
Tunisia,2008,Male,Not applicable,Percent,6.06795
Tunisia,2008,All genders,Not applicable,Percent,5.31634
Tunisia,2008,Female,Not applicable,Percent,4.51943
Tunisia,2007,Female,Not applicable,Percent,5.3873
Tunisia,2007,All genders,Not applicable,Percent,5.86902
Tunisia,2007,Male,Not applicable,Percent,6.33042
Tunisia,2006,Male,Not applicable,Percent,5.83427
Tunisia,2006,All genders,Not applicable,Percent,5.72472
Tunisia,2006,Female,Not applicable,Percent,5.60202
Tunisia,2004,Female,Not applicable,Percent,5.58701
Tunisia,2004,All genders,Not applicable,Percent,6.49122
Tunisia,2004,Male,Not applicable,Percent,7.34209
Tunisia,2003,Male,Not applicable,Percent,7.21363
Tunisia,2003,All genders,Not applicable,Percent,6.71426
Tunisia,2003,Female,Not applicable,Percent,6.17946
Tunisia,2002,Female,Not applicable,Percent,5.81912
Tunisia,2002,All genders,Not applicable,Percent,6.84137
Tunisia,2002,Male,Not applicable,Percent,7.79782
Tunisia,2001,Male,Not applicable,Percent,8.54941
Tunisia,2001,All genders,Not applicable,Percent,7.90058
Tunisia,2001,Female,Not applicable,Percent,7.20766
Tunisia,2000,Female,Not applicable,Percent,10.4608
Tunisia,2000,All genders,Not applicable,Percent,11.66011
Tunisia,2000,Male,Not applicable,Percent,12.7725
Tunisia,1999,Male,Not applicable,Percent,13.87994
Tunisia,1999,All genders,Not applicable,Percent,12.8235
Tunisia,1999,Female,Not applicable,Percent,11.67892
Tunisia,1998,Female,Not applicable,Percent,12.07841
Tunisia,1998,All genders,Not applicable,Percent,13.48712
Tunisia,1998,Male,Not applicable,Percent,14.7856
Tunisia,1994,Male,Not applicable,Percent,21.77044
Tunisia,1994,All genders,Not applicable,Percent,23.36215
Tunisia,1994,Female,Not applicable,Percent,25.08057
Tunisia,1993,Female,Not applicable,Percent,33.84266
Tunisia,1993,All genders,Not applicable,Percent,31.79442
Tunisia,1993,Male,Not applicable,Percent,29.91007
Tunisia,1990,Male,Not applicable,Percent,25.29886
Tunisia,1990,All genders,Not applicable,Percent,28.20728
Tunisia,1990,Female,Not applicable,Percent,31.41889
Tunisia,1989,Female,Not applicable,Percent,33.07448
Tunisia,1989,All genders,Not applicable,Percent,28.47774
Tunisia,1989,Male,Not applicable,Percent,24.32858
Tunisia,1986,Male,Not applicable,Percent,33.80786
Tunisia,1986,All genders,Not applicable,Percent,37.79385
Tunisia,1986,Female,Not applicable,Percent,42.31813
Tunisia,1985,Female,Not applicable,Percent,44.78776
Tunisia,1985,Male,Not applicable,Percent,35.26727
Tunisia,1985,All genders,Not applicable,Percent,39.72497
Tunisia,1984,All genders,Not applicable,Percent,41.84398
Tunisia,1984,Male,Not applicable,Percent,37.02217
Tunisia,1984,Female,Not applicable,Percent,47.39035
Tunisia,1983,Female,Not applicable,Percent,50.14807
Tunisia,1983,Male,Not applicable,Percent,38.71749
Tunisia,1983,All genders,Not applicable,Percent,44.01593
Tunisia,1982,All genders,Not applicable,Percent,43.25679
Tunisia,1982,Male,Not applicable,Percent,37.48792
Tunisia,1982,Female,Not applicable,Percent,50.18729
Tunisia,1980,Female,Not applicable,Percent,46.56186
Tunisia,1980,Male,Not applicable,Percent,32.5814
Tunisia,1980,All genders,Not applicable,Percent,38.73501
Tunisia,1979,All genders,Not applicable,Percent,39.96352
Tunisia,1979,Female,Not applicable,Percent,47.90208
Tunisia,1979,Male,Not applicable,Percent,33.68521
Tunisia,1978,Male,Not applicable,Percent,15.47596
Tunisia,1978,Female,Not applicable,Percent,33.60665
Tunisia,1978,All genders,Not applicable,Percent,23.36293
Tunisia,1977,All genders,Not applicable,Percent,26.73184
Tunisia,1977,Female,Not applicable,Percent,35.27918
Tunisia,1977,Male,Not applicable,Percent,20.31106
Tunisia,1976,Male,Not applicable,Percent,23.8668
Tunisia,1976,Female,Not applicable,Percent,38.16846
Tunisia,1976,All genders,Not applicable,Percent,29.8514
